word	rank	corpus_count
hõbe	12879	287
abivalmis	12882	287
paistma	12887	287
miljard	12890	287
hiinlane	12895	287
osi	12898	287
ajakirjandus	12901	287
jaoskond	12904	287
jr	12905	287
lara	12909	287
väsitav	12913	286
bar	12914	286
äkiline	12915	286
alale	12917	286
konvoi	12923	286
märguanne	12929	286
hoolitsev	12930	286
mainitud	12933	286
efektiivne	12934	286
nakkav	12935	286
küünis	12938	286
filosoofia	12955	285
kitarr	12956	285
lahtine	12957	285
kummi	12958	285
suht	12959	285
nuhk	12961	285
kukkuma	12962	285
iseseisev	12970	285
pärale	12974	285
kohustuslik	12976	285
mademoiselle	12980	285
seltsiks	12990	284
selili	12999	284
pikkune	13001	284
radar	13002	284
võõrustaja	13004	284
lennujaam	13006	284
kassa	13011	283
stsenaarium	13012	283
dekaan	13023	283
motell	13027	283
montana	13032	283
areng	13034	283
koputaja	13035	283
koomale	13036	283
milli	13037	283
alguseks	13042	282
helistaja	13044	282
metroo	13045	282
puudega	13054	282
esinema	13055	282
lüli	13056	282
leiutis	13058	282
tava	13064	282
tumm	13065	282
ülestunnistus	13072	281
kurbus	13076	281
tsoon	13077	281
mõnusalt	13085	281
aastapäev	13086	281
avamine	13095	281
käku	13096	281
televisioon	13097	281
tiri	13102	281
kustu	13106	281
tont	13107	280
kinnitus	13110	280
instinkt	13112	280
ennasttäis	13115	280
kelder	13142	280
solvang	13147	280
testament	13152	279
püsiv	13155	279
varitsus	13164	279
edumaa	13169	279
emps	13176	279
nõo	13177	279
rummi	13178	279
vestlema	13189	279
ussid	13191	279
poliitik	13193	279
ohtlikult	13202	278
mikrofon	13205	278
mulla	13214	278
pingviin	13220	278
pensionil	13236	278
ettevõtmine	13237	278
naa	13239	278
ellujääja	13240	277
habras	13242	277
kokkutulek	13247	277
jalul	13252	277
kahtlus	13254	277
muude	13256	277
winchester	13262	277
prohvet	13263	277
kasvatama	13276	277
arhitekt	13278	277
oskama	13281	277
ühing	13284	276
laadima	13287	276
märts	13288	276
plaanipäraselt	13294	276
arusaamatu	13298	276
est	13300	276
totaalselt	13305	276
baltimore	13312	275
palgal	13317	275
senini	13319	275
allveelaev	13322	275
nunn	13324	275
elulugu	13333	275
blogi	13338	275
majakas	13340	275
matma	13343	274
pantvangis	13345	274
tõsiasi	13351	274
sissemurdmine	13354	274
lõik	13356	274
vagiina	13358	274
out	13361	274
hullunud	13365	274
pirakas	13367	274
plekk	13368	274
lapsevanem	13369	273
eminents	13371	273
üheaegselt	13373	273
eesti	13379	273
fantoom	13383	273
looduslik	13388	273
heategevus	13395	273
kuumem	13399	272
sisuliselt	13401	272
mustanahaline	13402	272
tuuri	13404	272
veresaun	13412	272
mahl	13415	272
saatel	13417	272
kohalolek	13422	272
ilusaim	13424	272
talumatu	13425	272
põlvkond	13427	272
pepu	13432	272
parasiit	13438	271
ebamugavalt	13439	271
närukael	13440	271
tekst	13445	271
ajaraiskamine	13450	271
käimine	13451	271
kristlane	13461	271
piinamine	13463	271
ülevaade	13465	271
gestaapo	13466	271
he	13469	271
avenüü	13477	270
gripp	13479	270
itaallane	13480	270
sedavõrd	13486	270
tütarlaps	13487	270
kosmoselaev	13488	270
nöör	13494	270
kukkumine	13498	270
totakas	13499	270
rihm	13501	270
sterling	13507	270
sestap	13519	269
lõikus	13521	269
põletama	13523	269
kotte	13525	269
sadam	13529	269
korjama	13530	269
blondiin	13531	269
rassist	13537	269
kirjutamine	13542	268
harilikult	13547	268
vä	13551	268
suundus	13552	268
kang	13553	268
uimane	13555	268
koridor	13556	268
filmima	13560	268
kutsa	13561	268
teistpidi	13562	268
ülemjuhataja	13563	268
töötav	13567	268
kirjeldus	13568	268
vabariik	13573	267
kestma	13574	267
staatus	13575	267
aimdus	13580	267
temake	13583	267
arvelt	13584	267
keskelt	13587	267
arizona	13592	267
teenistus	13597	267
tekkima	13598	267
kraavi	13602	267
märksa	13603	267
ükspuha	13604	267
vaarao	13608	267
tarkus	13609	267
kantsler	13611	267
laskmine	13612	267
huumorimeel	13613	267
heroiin	13614	267
sedasorti	13617	267
ash	13620	266
eemaldama	13632	266
vastutustundetu	13639	266
sõnumitooja	13648	266
tundetu	13651	266
kultuur	13652	266
ajalooline	13655	266
suuremeelne	13659	265
metall	13661	265
ups	13662	265
meeli	13663	265
müsteerium	13664	265
uneaeg	13667	265
kuritöö	13670	265
majandus	13673	265
omadus	13675	265
vaenulik	13678	265
eemalt	13685	265
kaheksas	13689	265
kahetsusväärne	13692	265
laskja	13693	265
käekott	13694	265
kaabel	13699	264
otsustav	13703	264
pruutneitsi	13706	264
geneetiliselt	13707	264
boston	13711	264
tujukas	13713	264
küpsis	13714	264
gamma	13717	264
vastuvõetav	13721	264
ülekuulamine	13722	264
klatšimoor	13727	264
salaagent	13732	264
võimsus	13733	264
araks	13734	264
trenn	13736	264
tc	13739	263
paistes	13740	263
rulli	13746	263
redel	13753	263
kusele	13756	263
ülemine	13757	263
pimesi	13759	263
iroonia	13760	263
taskulamp	13761	263
komplekt	13764	263
kaalud	13768	263
kogukond	13769	263
sissetung	13771	263
väär	13772	263
ohustatud	13780	262
keskkond	13783	262
koor	13785	262
teisik	13788	262
paak	13792	262
paranoia	13795	262
vest	13796	262
island	13798	262
tahtel	13804	262
põlv	13805	262
jaapan	13807	262
pärsia	13823	261
kollektsioon	13824	261
tellima	13831	261
mõttetus	13833	261
põgenik	13840	261
lahkelt	13843	261
auga	13844	261
naljanumber	13851	261
katkestama	13853	261
mackenzie	13857	261
skandaal	13861	261
sellal	13862	261
lehes	13863	261
kasuema	13875	260
asjatundja	13880	260
kaka	13884	260
ahnus	13893	260
mull	13896	260
vihkamine	13899	260
kangesti	13901	260
ehitus	13905	260
mustkunstnik	13912	259
tagasilöök	13914	259
laks	13917	259
väärtuslikum	13918	259
veed	13921	259
subtiitrid	13922	259
öeldu	13923	259
komöödia	13926	259
närakas	13930	259
nice	13932	259
tripp	13935	259
ere	13936	259
väljapressimine	13940	259
ajupesu	13941	259
polkovnik	13942	259
puur	13945	259
tavapärane	13947	259
salateenistus	13951	259
ellujäämine	13952	259
üheksas	13955	258
poni	13956	258
keema	13967	258
ranna	13968	258
seadusevastane	13971	258
jobukakk	13973	258
sile	13979	258
tõmme	13989	258
süütunne	13991	258
vastumürk	13992	258
maailmasõda	14002	257
hüppaja	14004	257
ohhoo	14009	257
arvatagi	14012	257
kõtt	14032	257
tagajärg	14033	257
joote	14034	257
utah	14035	257
näpi	14037	256
palkama	14039	256
luuletus	14047	256
saatmine	14051	256
romantika	14055	256
sõltlane	14060	256
tabama	14061	256
seisukoht	14069	256
kiiruga	14070	256
toitma	14071	256
nood	14072	256
seaduslikult	14074	256
süstik	14076	256
privaatselt	14080	256
katoliiklane	14083	256
luna	14089	255
surelik	14092	255
tõbi	14105	255
hommikune	14120	255
ämblikmees	14127	255
ütlemine	14129	255
kalla	14132	255
tango	14133	255
kibestunud	14137	255
rohu	14138	254
moira	14141	254
sentimentaalne	14142	254
hambutu	14147	254
poksija	14149	254
globaalne	14155	254
kosta	14157	254
henri	14159	254
sidus	14160	254
reid	14174	253
valjemini	14176	253
lugupidamatu	14186	253
tudeng	14188	253
järgnev	14191	253
kõrgemalt	14194	253
kibe	14195	253
käpa	14196	253
asutaja	14198	253
nell	14203	253
julmalt	14204	253
etapp	14205	253
lükati	14206	253
poju	14209	253
mööbel	14213	253
mail	14219	253
jumalaema	14229	252
oja	14231	252
allah	14232	252
atmosfäär	14241	252
kõiksugu	14243	252
järgnema	14252	252
astronaut	14253	252
kliima	14257	252
vaprus	14262	252
poeet	14269	252
võimetu	14274	252
häving	14279	252
sparta	14284	252
moraalne	14289	251
termin	14293	251
suuresti	14294	251
hapnik	14302	251
tööriist	14304	251
legaalne	14307	251
armuma	14310	251
hawaii	14312	251
narkodiiler	14313	251
ajapikku	14315	251
isamees	14317	251
algne	14318	251
poti	14328	251
tuss	14341	250
kokkuvõttes	14347	250
vorst	14348	250
kuritegevus	14352	250
rütm	14355	250
sõitmine	14357	250
lollim	14358	250
oskar	14362	250
seespool	14363	250
volinik	14374	249
pearaha	14375	249
uurimistöö	14378	249
liituma	14379	249
seadeldis	14382	249
poos	14397	249
tahvel	14399	249
nadine	14400	249
ekstsellents	14401	249
ettekuulutus	14402	249
naljakalt	14408	249
bioloogia	14409	249
õigem	14410	249
väärikalt	14411	249
atlanta	14414	249
kasum	14415	249
otseteed	14422	249
nael	14425	249
kuulmine	14430	248
vaste	14431	248
ss	14432	248
vedamine	14434	248
mississippi	14439	248
sihuke	14441	248
hinnang	14451	248
see-eest	14455	248
medõde	14456	248
laulmine	14457	248
morse	14464	248
tobias	14466	248
parukas	14469	248
hele	14471	247
pakiline	14473	247
kavaler	14474	247
allamäge	14479	247
puudutus	14486	247
teksad	14491	247
kukk	14494	247
täiskäik	14503	247
prototüüp	14505	247
külmavereliselt	14506	247
mündi	14509	247
pikkus	14518	247
tsaar	14519	247
kaotsi	14521	247
keep	14530	246
sitke	14534	246
karikas	14536	246
maanduma	14537	246
torti	14544	246
suruma	14554	246
münt	14558	246
vastupandamatu	14560	246
tundeline	14565	246
higine	14575	245
nato	14576	245
masti	14578	245
tuhkagi	14586	245
ahoi	14587	245
mass	14590	245
piip	14591	245
negru	14592	245
tublisti	14593	245
etem	14598	245
kongress	14599	245
orkaan	14600	245
cambridge	14602	245
keerukas	14603	245
õppus	14605	245
okse	14608	244
be	14611	244
es	14613	244
kriimustus	14619	244
pärastpoole	14622	244
täpsem	14626	244
seelik	14630	244
nolk	14635	244
põrmugi	14636	244
raamatukoguhoidja	14637	244
juudas	14643	244
ringiratast	14646	244
ühendriigid	14649	244
langetama	14661	243
philadelphia	14670	243
esitlus	14677	243
imestama	14678	243
psühholoogia	14682	243
patune	14683	243
konflikt	14688	243
küünal	14689	243
platsi	14693	243
juuksur	14697	242
vanamoodne	14698	242
lame	14700	242
päevavalgele	14702	242
eriüksus	14703	242
kest	14711	242
lavastaja	14716	242
omamine	14721	242
asjatult	14723	242
hertsoginna	14728	242
läbikukkumine	14729	242
angus	14731	242
kumma	14736	242
sobima	14739	242
õnnetuseks	14740	242
nõndaks	14741	241
teemaks	14748	241
poolenisti	14753	241
davai	14754	241
märkmik	14756	241
purk	14758	241
käepärast	14763	241
trepp	14771	241
lööve	14779	240
liigne	14780	240
erutav	14788	240
hooliv	14793	240
lugupidamine	14795	240
sujuvalt	14799	240
dieet	14803	240
tort	14804	240
luule	14811	240
visiitkaart	14812	240
uusim	14825	239
eksam	14827	239
romaan	14830	239
roosi	14834	239
marihuaana	14835	239
kinnitama	14836	239
pahkluu	14838	239
vakka	14840	239
sobimatu	14853	239
organism	14859	239
hõim	14862	239
moon	14868	238
ämber	14869	238
levis	14870	238
pääsetee	14871	238
mobla	14873	238
teadvusetu	14876	238
dallas	14877	238
meeldivalt	14879	238
õhuke	14887	238
tornaado	14892	238
mõistlikult	14894	238
psühho	14896	238
valvas	14902	238
karlsson	14905	238
sinnani	14906	238
küllaldaselt	14909	238
belgia	14911	238
kohake	14916	238
religioon	14920	238
taksojuht	14921	238
immuunne	14922	237
album	14924	237
katoliku	14925	237
pealtnägija	14931	237
pehmelt	14933	237
taju	14934	237
galerii	14941	237
kola	14949	237
põhimõte	14954	237
õppimine	14955	237
süüta	14957	237
parandus	14959	237
pühadus	14961	237
sünnitama	14962	237
kiki	14963	237
korporatsioon	14964	237
kumm	14965	237
neljakesi	14966	237
mõiste	14967	237
tokyo	14970	237
kolmteist	14971	237
sajand	14972	237
kakssada	14973	237
vigastus	14975	237
suitsetama	14976	237
sushi	14977	237
sõbratar	14979	236
pintsak	14981	236
alandlik	14988	236
ussiauk	14990	236
kuusteist	14995	236
terane	14998	236
paaris	15001	236
kaubamaja	15003	236
titt	15005	236
kontaktisik	15019	235
rõõmsam	15033	235
pealetükkiv	15038	235
parv	15040	235
oeh	15041	235
lääs	15046	235
lasu	15054	235
kümnes	15059	235
teadlikult	15064	235
maailmalõpp	15066	235
ultra	15071	235
elukutse	15075	234
sotsiaalne	15081	234
periood	15086	234
peoga	15088	234
lubamatu	15090	234
lima	15091	234
sundima	15100	234
säästud	15109	234
komeet	15113	234
laitmatu	15117	234
kümnesse	15121	234
esmane	15123	234
südametu	15126	233
talent	15128	233
patarei	15132	233
sektsioon	15139	233
nähtav	15141	233
põikpäine	15142	233
ihuüksi	15145	233
pentagon	15147	233
asendama	15156	233
eradetektiiv	15160	233
investeering	15162	233
oletatavasti	15171	232
inimelu	15172	232
loogiliselt	15179	232
unine	15181	232
psühholoog	15182	232
keemiline	15183	232
siht	15186	232
kaunim	15190	232
lärmakas	15195	232
ühtemoodi	15196	232
halvemini	15198	232
kaas	15199	232
mobiiltelefon	15205	232
viivitus	15212	231
käija	15213	231
ootamine	15215	231
teadagi	15218	231
athena	15221	231
maakas	15224	231
nädalalõpp	15226	231
taibukas	15228	231
pluus	15229	231
komandant	15232	231
loomaaed	15235	231
arg	15241	231
raud	15242	231
jutukas	15243	231
kodunt	15244	231
metafoor	15246	231
kesk	15247	231
mädanema	15261	231
ankur	15262	231
plats	15263	230
targalt	15264	230
tohman	15271	230
karate	15272	230
jaanuar	15277	230
kampsun	15279	230
anuma	15280	230
kolmekordne	15283	230
telegramm	15286	230
eyre	15287	230
rüü	15289	230
piinatud	15296	230
jõul	15305	230
suli	15307	230
julgeolek	15317	230
kohapealt	15319	230
vedelik	15320	230
vladimir	15323	230
pankur	15325	230
reputatsioon	15334	229
petmine	15339	229
laegas	15343	229
tihedamini	15351	229
magustoit	15352	229
sitane	15358	229
takka	15372	229
särama	15379	228
pealuu	15384	228
õhujõud	15386	228
näidis	15388	228
märklaud	15389	228
politseijaoskond	15393	228
ranniku	15400	228
reisima	15403	228
oluliselt	15405	228
gangster	15406	228
bmw	15408	228
kosmos	15410	228
sülearvuti	15413	228
väärikas	15414	228
dünamiit	15419	228
hirv	15421	228
jahu	15436	228
retro	15439	227
aednik	15441	227
pöial	15445	227
sviit	15447	227
nahkhiir	15464	227
cleveland	15475	227
tablett	15476	227
madalam	15479	227
hämmastavalt	15491	227
mehaanik	15492	226
kulutama	15500	226
jooksmine	15501	226
graafik	15510	226
sappa	15516	226
ling	15517	226
kaevandus	15518	226
norm	15520	226
turbo	15521	226
liitus	15527	226
praktiline	15528	226
eesotsas	15537	226
puhh	15538	226
koduselt	15540	225
eraelu	15542	225
õiglaselt	15546	225
loominguline	15549	225
tugevamini	15550	225
limonaad	15562	225
vaimuhaige	15563	225
vastupidine	15569	225
festival	15570	225
veebruar	15579	225
teller	15583	225
sisenemine	15589	225
taust	15591	225
lohakas	15598	224
vemp	15605	224
kuivatatud	15606	224
ravima	15611	224
jäämine	15617	224
külmavereline	15618	224
kalduvus	15619	224
kiisuke	15621	224
pihus	15622	224
naabruskond	15625	224
pääsemine	15626	224
pühendumus	15629	224
omapärane	15630	224
leidja	15633	224
vajutama	15654	224
värisema	15655	224
pink	15658	223
jõle	15663	223
laskur	15675	223
tunduma	15678	223
lootusetult	15679	223
rahulolu	15683	223
esialgne	15685	223
lka	15688	223
nurjatu	15691	223
ületama	15697	223
ratsavägi	15707	222
alumine	15708	222
komisjon	15710	222
hinnaline	15712	222
telefonist	15713	222
maksimum	15716	222
hõbedane	15718	222
sirgu	15719	222
suhtlema	15720	222
vennaskond	15722	222
üliõpilane	15725	222
pilv	15732	222
pasapea	15737	222
säilitama	15741	222
rikki	15744	222
hüvastijätt	15745	222
peer	15747	222
klaver	15751	222
paariline	15759	221
otsakorral	15760	221
aste	15764	221
salvestus	15772	221
ohio	15775	221
näitus	15778	221
eksnaine	15779	221
härg	15783	221
raskeim	15786	221
hääletama	15788	221
värskendav	15792	221
pärl	15794	221
väli	15796	221
turvateenistus	15797	221
kindlam	15798	221
üdini	15801	221
taipama	15804	221
dogi	15807	220
kusjuures	15812	220
piires	15820	220
kassett	15823	220
taba	15824	220
juhtimiskeskus	15826	220
lendamine	15832	220
padi	15844	220
öömaja	15850	220
perenaine	15860	220
lonks	15868	219
tervitama	15879	219
berliin	15881	219
ümbrik	15882	219
käskija	15888	219
indiana	15891	219
teadvus	15892	219
kanep	15894	219
kõrvuni	15895	219
kalifornia	15896	219
maapind	15898	219
minupoolne	15900	219
sisene	15911	219
matus	15915	219
kriminaal	15919	219
lõpetamine	15932	218
indiaani	15942	218
kadumine	15943	218
avastus	15948	218
kelm	15958	218
rippus	15963	218
rusikas	15971	218
sõjaväelane	15975	218
auväärt	15977	218
hübriid	15978	218
alandlikult	15983	218
probleemne	15985	217
tequila	15988	217
kurikuulus	15989	217
hukkamine	15990	217
neliteist	15994	217
vajama	15997	217
veenduma	16018	217
ilge	16019	217
kaasaegne	16020	217
parkla	16024	217
kohtlema	16029	217
sõltumatu	16049	216
reserveeritud	16054	216
kvaliteet	16062	216
fond	16071	216
äratama	16077	216
hammustus	16079	216
raskus	16092	215
informeeritud	16097	215
tingimus	16101	215
ribi	16108	215
alaarenenud	16109	215
päikesepaiste	16114	215
clare	16126	215
eelnõu	16129	215
laohoone	16135	215
vanamoeline	16136	215
lisama	16138	215
rinnus	16139	215
vääris	16141	215
naeratama	16144	215
köha	16145	215
söökla	16147	215
erakorraline	16152	215
tang	16155	215
tiitel	16156	215
langema	16161	215
vaidlus	16163	214
kortsus	16164	214
pagasi	16168	214
karistama	16169	214
dc	16172	214
garantii	16179	214
riis	16181	214
ääretult	16185	214
igapäevane	16193	214
pikemalt	16197	214
essee	16202	214
maakond	16205	214
iiveldama	16208	214
kahjulik	16211	214
uksehoidja	16222	214
ümbert	16223	214
juhtimisel	16224	214
teras	16226	214
ehitis	16231	213
metslane	16235	213
ülisalajane	16237	213
skaut	16239	213
näitlemine	16243	213
jalamaid	16244	213
sink	16248	213
kodused	16256	213
limusiin	16258	213
link	16259	213
erand	16261	213
libedalt	16262	213
kupeldaja	16263	213
tulvil	16264	213
haarama	16266	213
moraal	16270	213
iseendast	16273	213
jooksupoiss	16277	213
saabas	16280	213
paksmagu	16283	213
krediitkaart	16288	213
droon	16291	213
vallandama	16299	212
rabav	16300	212
külmik	16302	212
superstaar	16310	212
riietuma	16317	212
pegasus	16318	212
positiivselt	16320	212
võimekas	16322	212
sisalik	16325	212
moosi	16326	212
lollike	16329	212
koll	16332	212
pataljon	16336	212
ninatark	16338	212
konkreetne	16339	212
kullakallis	16340	212
alaealine	16344	212
kõhe	16348	212
mood	16353	212
iirlane	16362	211
tekitama	16365	211
lindistus	16367	211
helge	16370	211
lutikas	16380	211
seitseteist	16384	211
esmaabi	16388	211
silmapilkselt	16389	211
harjutus	16396	211
vanalt	16404	211
sall	16405	211
jagamine	16408	211
kõrgusele	16411	211
keskmiselt	16413	211
austria	16417	211
panemine	16420	210
vip	16422	210
oojaa	16427	210
tukk	16430	210
yang	16431	210
vahistama	16432	210
magamine	16434	210
hirmutama	16436	210
väide	16439	210
jooga	16440	210
uimasti	16452	210
subjekt	16465	210
hitt	16468	209
möku	16469	209
viita	16474	209
voodoo	16482	209
ettekanne	16485	209
depressioon	16490	209
vaev	16495	209
w	16498	209
seeme	16499	209
tasuma	16501	209
saladuslik	16504	209
kuulikindel	16508	209
pläru	16510	209
laser	16511	209
klaar	16517	209
pittsburgh	16518	209
lunastus	16537	208
nämma	16538	208
põder	16539	208
noorhärra	16542	208
põetaja	16546	208
vat	16547	208
grillitud	16553	208
viiene	16554	208
moodne	16557	208
seeläbi	16564	208
madalalt	16569	208
kahekordne	16574	208
rubla	16579	207
kuda	16584	207
kuskohast	16586	207
tamm	16596	207
küsitlema	16600	207
keedetud	16603	207
kuulipilduja	16606	207
postiljon	16607	207
rõõmsalt	16609	207
koputama	16613	207
saatkond	16615	207
jultunud	16617	207
nõutud	16618	207
pasakott	16622	207
rasedus	16628	207
tšempion	16630	207
süst	16636	207
tervenisti	16644	206
elutuba	16649	206
säde	16650	206
meistriteos	16654	206
astma	16659	206
sitaratas	16669	206
ilmtingimata	16672	206
voli	16675	206
eeldatavasti	16676	206
pikale	16677	206
õilis	16679	206
igapäev	16680	206
baarmen	16687	206
kummitama	16696	206
üleannetu	16697	206
vastastikune	16699	206
tagasitulek	16704	206
diil	16706	206
ärritav	16707	206
saia	16710	205
kannatamatult	16716	205
loode	16723	205
ulakas	16728	205
jarl	16732	205
naljamees	16736	205
uurimus	16738	205
hoop	16739	205
vaatleja	16741	205
heameel	16743	205
veteran	16744	205
orgaaniline	16746	205
kentucky	16747	205
võistleja	16749	205
leidlik	16761	205
koroner	16771	204
liikuv	16779	204
veiseliha	16784	204
sõltuvus	16797	204
logi	16800	204
imema	16812	204
teenijanna	16815	204
odin	16820	204
alternatiiv	16824	203
taldrikud	16832	203
